image_filename,image_relpath,spot_name,spot_energy,spot_color_r,spot_color_g,spot_color_b,spot_radius_or_softsize,spot_loc_x,spot_loc_y,spot_loc_z,spot_rot_x,spot_rot_y,spot_rot_z,aim_offset_x,aim_offset_y,aim_offset_z,seed
0000.png,0000.png,Spot,9698.081821229249,0.38286627331431416,0.9643903849796497,0.7575978492880513,0.011514152400195599,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0001.png,0001.png,Spot,6240.048157530542,0.3490740685215466,0.33219784674131086,0.9065923731167185,0.005894478410482407,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0002.png,0002.png,Spot,1277.3261955394896,0.6816320681445377,0.22214994970741267,0.8493125900156674,0.008926525712013245,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0003.png,0003.png,Spot,2336.991748374588,0.5672936726431818,0.6058475121947636,0.21461227965842297,0.00789401214569807,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0004.png,0004.png,Spot,9684.114048245941,0.7863594236033238,0.39304624083296463,0.14434785195790745,0.008811707608401775,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0005.png,0005.png,Spot,1800.3594699159607,0.24032770442367202,0.5465793585177148,0.8225730242224862,0.009157073684036732,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0006.png,0006.png,Spot,5329.327342298666,0.2923519918943547,0.9734061992169387,0.38186627307957627,0.007627103943377733,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0007.png,0007.png,Spot,5771.450862204313,0.6023120949670973,0.1745334338019458,0.11851046383754163,0.005150147248059511,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0008.png,0008.png,Spot,5255.442328126657,0.3159097978437732,0.8350114032524277,0.4529965608378759,0.005312026012688875,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0009.png,0009.png,Spot,6015.972136973213,0.9083919886079099,0.7892544282534826,0.022779896801769485,0.011655464768409729,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0010.png,0010.png,Spot,2271.049879748496,0.34640543184353284,0.7107134779166768,0.27303063935688315,0.010452100075781345,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0011.png,0011.png,Spot,2596.087317504286,0.6618205600356172,0.614657665240142,0.011987249856882674,0.010671114549040794,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0012.png,0012.png,Spot,1369.5652564462673,0.19165774815013623,0.7366831171001815,0.3644859303320359,0.010531704872846603,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0013.png,0013.png,Spot,5283.414173185554,0.7057736096429831,0.19619927428565653,0.9269376027432568,0.011052540503442287,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0014.png,0014.png,Spot,4956.367579116757,0.5097011761724608,0.05322646279386355,0.718271566257003,0.004991013556718826,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0015.png,0015.png,Spot,2670.5967467048968,0.2859686882461577,0.8119196567031532,0.6101431758247847,0.010635369457304478,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0016.png,0016.png,Spot,5366.810376877914,0.7872770722530036,0.11770885152117096,0.8564172124606761,0.0067627914249897,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0017.png,0017.png,Spot,7323.930541434924,0.87358258052648,0.324724437335256,0.9631962476462204,0.006154642906039953,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0018.png,0018.png,Spot,2393.6184617231465,0.9174249583095009,0.10270463057054428,0.8824938314541544,0.007573365233838558,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0019.png,0019.png,Spot,1636.964967149711,0.27213950295963724,0.714453401575691,0.43644067250509316,0.0043039568699896336,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0020.png,0020.png,Spot,5560.433577497298,0.8797549158287183,0.47396168690345264,0.023638786964118513,0.006535888183861971,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0021.png,0021.png,Spot,9505.459630098248,0.6291998585725819,0.3626488873582055,0.1868902547334183,0.007410434074699879,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0022.png,0022.png,Spot,2817.070952889576,0.11273658823032677,0.9549413366901,0.43267316903734876,0.008004141971468925,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0023.png,0023.png,Spot,8366.783940627942,0.045560350542071096,0.8060136702349033,0.17295687200401622,0.009619323536753654,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0024.png,0024.png,Spot,2572.2092656262685,0.25838174487086296,0.5870465908255502,0.9251405577435665,0.008274725638329983,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0025.png,0025.png,Spot,5496.285737739091,0.5170461217582942,0.13231497881505652,0.7335032049975659,0.00504746288061142,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0026.png,0026.png,Spot,6620.553914351151,0.6278999141269884,0.03959816734753261,0.30311186548697566,0.006602281704545021,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0027.png,0027.png,Spot,1015.3573677998749,0.16789775028338633,0.13067687977595815,0.9031635099414103,0.0051861912943422794,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0028.png,0028.png,Spot,2953.3032280147213,0.07191072022130272,0.6828476010909873,0.4364166009849009,0.010582695715129375,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
0029.png,0029.png,Spot,4430.809791590983,0.8149950880761305,0.013031880862507634,0.6179409587961672,0.011368539184331894,3.299999952316284,-1.100000023841858,2.4000000953674316,1.0629054307937622,6.895604087731044e-10,1.2640260457992554,0.07999999821186066,-0.07999999821186066,0.019999999552965164,1234
